"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1040105170","Hexagonal cylindrical head screw
M10×20","A","6",""
"2","1039814314","Connector","A","1",""
"3","1081202011","Seal ring 140×3.55","A","1",""
"4","1110800132","Small spring","A","20",""
"5","1049901022","Spring housing","A","1",""
"6","1039814315","Piston","A","1",""
"7","1040304457","Sealing retainer ring","A","2",""
"8","1040304458","X-ring 135.89×5.33","A","1",""
"9","1040304459","Sealing retainer ring","A","2",""
"10","1040304460","X-ring 113.89×3.53","A","1",""
"11","1040304461","Hole with wire ring 75","A","1",""
"12","1030600093","Circular arc static friction plate","A","6",""
"13","1030600094","Dynamic friction plate","A","5",""
"14","1039814316","Input spline shaft","A","1",""
"15","1050202952","Deep groove ball bearing","A","1",""
"16","1040304464","Elastic retainer for shaft 45","A","1",""
"17","1039814317","Brake housing","A","1",""
"18","1039814318","Planetary gear","A","4",""
"19","1050202953","Cylindrical roller bearing","A","4",""
"20","1081013421","Elastic retainer for shaft 220×241.4×
25","A","4",""
"21","1081013422","Floating Oil Seal","A","1",""
"22","1039814319","Bearing block","A","1",""
"23","1040009058","Lock bolt","A","20",""
"24","1040009059","Hexagonal countersunk head screw
M10×25","A","4",""
"25","1050202954","Tapered roller bearing","A","2",""
"26","1040203483","Fastening nut","A","1",""
"27","1039814320","Bearing suppport","A","1",""
"28","1040301963","Elastic retaining ring for hole 105×4","A","1",""
"29","1040304462","Inner gear ring","A","1",""
"30","1039814321","Sun gear","A","1",""
"31","1039814322","Planetary carrier","A","1",""
"32","1039814323","Planetary gear","A","3",""
