"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"2","02554000300600000","Third-section boom attachment","C","1",""
"16","1040302489","Washer","B","50","GB/T97.1-2002"
"79","02554000302201040","No.2 retracting wire rope","A","2",""
"80","1040302489","Washer","B","38","GB/T97.1-2002"
"81","1040002433","Bolt","A","4","GB/T5783-2000"
"95","02554000302201060","No.3 retracting wire rope","A","2",""
"154","00772500302201210","Snap gauge I","B","4",""
"155","1040002434","Bolt","A","6","GB/T5783-2016"
"157","1040200741","Nut","A","4","GB/T889.1-2000"
"158","1040201484","Nut","A","4","GB/T6170-2000"
"184","00772500301601060","Wear spacer","A","4",""
"185","00772500301601030","Guide wheel","B","2",""
"186","1040004518","Bolt","A","6","GB/T5783-2000"
"187","00772500301650000","Pin","B","2",""
"188","00772500301660000","Guide pulley bracket","B","1",""
"189","1040301515","Washer","A","6","GB/T97.1-2002"
