"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"2","02554000300600000","Third-section boom attachment","C","1",""
"17","1040302490","Washer","B","18","GB/T97.1-2002"
"21","02554000302201010","No.1 extending wire rope","C","4",""
"42","00771600301001470","Wear spacer II","B","20",""
"43","1040101643","Screw","A","12","GB/T70.1-2000"
"71","1040002233","Bolt","C","2","GB/T5783-2016"
"72","00772700302201260","Base plate","C","2",""
"73","00772500302201150","Pressing plate","B","1",""
"74","1040005888","Bolt","A","3","GB/T5782-2000"
"75","02554000302201200","Support block","A","1",""
"76","00772700302201212","Lubrication-free bearing","B","4",""
"77","02554000302250000","Extending wire rope fixed seat","A","1",""
"78","00772700302250000","No.2 retracting pulley","B","2",""
"79","02554000302201040","No.2 retracting wire rope","A","2",""
"80","1040302489","Washer","B","38","GB/T97.1-2002"
"81","1040002433","Bolt","A","4","GB/T5783-2000"
"82","00772700301680000","Retracting pulley pin","B","2",""
"83","00772700300601090","Layer board","B","1",""
"84","00772700302201390","Rope plate III","B","1",""
