"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1020522288","Limit switch","A","1","ZCP21+ZCE01+ZC
Y25+ZC PEP16"
"2","1020700955","Socket outlet(4 inserts) 0.75-2.0","A","1","DT06-4S"
"3","1020700953","Socket outlet(4 inserts)","A","1","AT04-4P"
"4","1029907616","Anemograph","A","1","KKM-FA13BZZ-
01M"
"5","1029900403","Socket outlet","A","1","192900-0425"
"6","1020202285","Load cell","A","1","SLB625D"
"7","1029902115","Six core plug","A","1","DTM06-6S"
"8","1029902116","Socket outlet(6 inserts)","A","1","DTM04-6P"
"9","1029900384","Socket outlet","A","1","DTM04-3P"
"10","1029900385","Plug bush","A","1","DTM06-3S"
"11","1029804239","Plug bush(Three-socket)","A","2","DT06-3S"
"12","1029804242","Socket outlet(Three-socket)","A","2","DT04-3P"
"13","1020521022","Foot switch","A","1","FS-5G-20-C(hole)"
"14","1021404015","Tilting angle sensor","C","1","MSS-530"
"15","02554006200230031","Platform cables","A","1",""
