"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"6","02554000300800000","Fourth-section boom weldment","C","1",""
"98","1040302489","Washer","B","36","GB/T97.1-2002"
"101","1040004507","Bolt","A","6","GB/T5783-2000"
"102","00772700301801060","Adjustable spacer","B","6",""
"103","00772500302001021","Slider","A","2",""
"104","00772700301830000","Slider","A","2",""
"105","1040103111","Screw","A","4","GB/T70.1-2000"
"106","00772700301801070","Buffer block","A","2",""
"107","1040002434","Bolt","A","10","GB/T5783-2016"
"108","00772700301840000","Slider","A","2",""
"109","00772700301601070","Adjustable spacer","B","12",""
