"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"41","02553206200530035","Electrical mounting base plate","A","1",""
"42","1040100068","Screw","A","4","GB/T818-2000"
"43","1029901278","Chocking fastening components","B","2","UKJ-2G4(GY)"
"44","1029904980","Terminal","A","11","2004-1301"
"45","1022270003","Diode terminal","A","3","281-665/281-400"
"46","1022270264","End plate","A","3","281-335"
"47","1029908972","Terminal","B","6","UJ6-4/1×2JD"
"48","1029906870","Fuse terminal","A","19","2006-1681.1000-449"
"49","1020600116","Fuse","B","1","0287003"
"50","1020600074","Fuse","B","7","0287010"
"51","1020600107","Fuse","B","3","0287010"
"52","1020602747","Fuse","B","3","287020"
"53","1020600109","Fuse","B","3","0287025"
"54","1020600110","Fuse","B","2","287030"
"55","1022290054","Short contact piece","A","16","2006-402"
"56","1029905163","End plate","A","1","2006-1692"
