"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"33","1050202955","Cylindrical roller bearing","A","3",""
"34","1040304465","Elastic retainer for shaft 30×2","A","3",""
"35","1040304466","Elastic retainer for shaft 65","A","2",""
"36","1039814324","Sun gear","A","1",""
"37","1039814325","Planetary carrier","A","1",""
"38","1039814326","Planetary gear","A","3",""
"39","1050202956","Cylindrical roller bearing","A","3",""
"40","1040304463","Elastic retainer for shaft 25","A","3",""
"41","1110200082","Compression spring","A","1",""
"42","1030700502","Spline shaft","A","1",""
"43","1039814327","Sun gear","A","1",""
"44","1081013423","O-ring 234.54×3.53","A","2",""
"45","1081202012","Inner tooth cover","A","1",""
"46","1081202013","Hexagonal socket head plug","A","2",""
"47","1040105169","Hexagonal cylindrical head screw
M10×30","A","12",""
"48","1039814328","Cylindrical roller","A","1",""
"49","1081013424","O-ring 16.8×3.1","A","1",""
"50","1081013425","O-ring 35.5×3","A","1",""
"51","1081202014","Small end cap","A","1",""
"52","1040009060","Hexagon head bolts M6x10","A","4",""
