"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1040004519","Bolt","A","4","GB/T5783-2000"
"2","1040302480","Washer","B","8","GB/T96.1-2002"
"3","02553207101001110","Exhaust tailpipe","A","1",""
"4","1089901079","Flat hoop","A","1","Q187105"
"5","1000001565","After-treatment assembly","A","1","A060N052"
"6","1040202856","Nut","A","8","GB/T889.1-2000"
"7","1089901077","V-clamp","A","1","A029T534"
"8","1089901078","Spacer","A","1","Q312526"
"9","1040004518","Bolt","A","4","GB/T5783-2000"
"10","02553207111001130","Bilateral clamp","A","1",""
"11","02553207101001041","Exhaust pipe I","A","1",""
"12","1040200398","Nut","A","8","GB/T6177.1-2000"
"13","1040302489","Washer","B","2","GB/T97.1-2002"
"14","1040004033","Bolt","A","2","GB/T5783-2000"
"15","02553207101001050","Exhaust pipe bracket","A","1",""
"16","1040002436","Bolt","A","8","GB/T5783-2000"
"17","1040302490","Washer","B","8","GB/T97.1-2002"
"18","02553200800001050","After-treatment bracket","A","1",""
"19","1040303581","Washer","A","16","GB/T96.1-2002"
"20","02553200800001030","After-treatment bracket I","A","1",""
"21","02553207101001120","Adjustable spacer","A","6",""
"22","02154407100101030","Hoop","A","2",""
"23","02553207101001020","Exhaust pipe II","A","1",""
"24","02553207101001070","Exhaust drivepipe","A","1",""
