"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","02553207101201041","Water inlet pipe","A","1",""
"2","1040300514","Washer","A","3","GB/T97.1-2002"
"3","02553207101201090","T-junction","A","2",""
"4","1990202281","Turbine rod clamp","A","12","SX9/W4/20-32"
"5","1990202279","Turbine rod clamp","A","2","SX9/W4/12-20"
"6","02553207101201111","Return pipe II","A","1",""
"7","02553207101201061","Water inlet pipe I","A","1",""
"8","1000200852","Urea pipe","A","1","A058T901"
"9","1009901979","Urea pipe","A","1","A058X228"
"10","1009901980","Urea pipe","A","1","A050U280"
"11","02553207101201101","Outlet pipework III","C","1",""
"12","1029902994","Cable tie","A","11","CHS-4*200(black)"
"13","02553207101201160","Coolant valve supporting plate","A","1",""
"14","1040201896","Nut","A","2","GB/T889.1-2015"
"15","1040104080","Screw","A","3","GB/T70.1-2000"
"16","1040303580","Washer","A","11","GB/T96.1-2002"
"17","1040004520","Bolt","A","2","GB/T5783-2000"
"18","02553207101201140","Bending plate I","B","1",""
"19","1000401019","Urea pump","A","1","A060B584"
"20","1040103118","Screw","A","3","GB/T70.1-2000"
"21","1040202855","Nut","A","9","GB/T889.1-2000"
"22","02553207101201130","Drawstring","A","2",""
"23","1040300771","Washer","A","2","GB/T97.1-2002"
"24","1040001631","Bolt","A","2","GB/T5783-2000"
"25","1000301276","Cooling valve","A","1","A047U821"
"26","02553207101201081","Outlet pipework II","C","1",""
"27","02553207101201071","Return pipe I","C","1",""
"28","02553207101201121","Return pipe III","A","1",""
