"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1140101521","Male stud connector","A","1","GE12LR1/4EDOMD
CF"
"2","1140101629","Plug screw","A","1","VSTI3/8EDCF"
"3","1140101477","Right-angle combination coupling","A","1","EW12LOMDCF"
"4","1140101462","Male stud connector","A","1","GE12LREDOMDCF"
"5","1140115784","Long male stud connector","A","1","GE15LR3/8EDOMD
CF-50"
"6","1140101478","Right-angle combination coupling","A","2","EW15LOMDCF"
"7","1140101465","Male stud connector","A","1","GE15LR3/8EDOMD
CF"
"8","1140111237","Male stud connector","A","5","GE08LREDOMDCF"
"9","1140103265","Hexagonal socket head plug","A","2","VSTI1/4EDCF"
"10","1140101479","Right-angle combination coupling","A","1","EW18LOMDCF"
"11","1140101464","Male stud connector","A","1","GE15LREDOMDCF"
"12","1140102812","Male stud connector","A","1","GE18LREDOMDCF"
"13","1040302489","Washer","B","4","GB/T97.1-2002"
"14","1040002433","Bolt","A","4","GB/T5783-2000"
"15","1040301502","Washer","A","4","GB/T93-1987"
"16","1010307656","Jib control valve","A","1","ST5513-AB00"
