"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"64","00772701102200000","Rear-right hood mounting bracket","A","1",""
"65","02553201100001010","Knob mounting plate","A","2",""
"66","02553201100800000","Rear-right hood weldment","A","1",""
"67","00772701102401022","Round steel","A","1",""
"68","00772701103001012","Rod","A","1",""
"69","00772701103601011","Plate","A","1",""
"70","00772701103801011","Plate","A","1",""
"71","1040004507","Bolt","A","10","GB/T5783-2000"
"72","1040200504","Nut","A","6","GB/T889.1-2000"
"73","1040302512","Washer","A","24","GB/T96.1-2002"
