"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"4","02554000300200000","First boom section weldment","B","1",""
"15","02554000302201180","Spring","B","2",""
"16","1040302489","Washer","B","50","GB/T97.1-2002"
"17","1040302490","Washer","B","18","GB/T97.1-2002"
"18","1040201133","Nut","B","4","GB/T6170-2000"
"19","1040202835","Nut","A","4","GB/T889.1-2000"
"20","1040002439","Bolt","A","6","GB/T5783-2000"
"21","02554000302201010","No.1 extending wire rope","C","4",""
"22","1040004517","Bolt","A","4","GB/T5783-2000"
"23","1040301515","Washer","A","16","GB/T97.1-2002"
"24","02554000302201160","Sensor mounting plate","B","2",""
"25","00771600301001230","Guiding bar","A","4",""
"26","00772700302201330","Bending plate","A","2",""
"27","1040102761","Screw","A","4","GB/T70.1-2000"
"28","02554000302201190","Stop plate III","A","4",""
"29","02554000302270000","Extending wire rope tension holder","A","1",""
"30","00772500301201030","Snap gauge","B","1",""
"31","1040302489","Washer","B","8","GB/T97.1-2002"
"32","00772700301201070","Adjustable pad","B","6",""
"33","1040002555","Bolt","A","12","GB/T5783-2000"
"34","1040300771","Washer","A","29","GB/T97.1-2002"
"35","1040004658","Bolt","A","4","GB/T5782-2000"
"36","02554000302201170","Block","B","1",""
