"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1040100369","Screw","A","1",""
"2","02554000302400001","Piston","A","1",""
"3","1081401283","Guide ring","A","1",""
"4","1081012317","780 piston seal","A","1",""
"5","1081000452","O-seal ring","A","1",""
"6","1081007565","Check ring","A","2",""
"7","02554000302401000","Cylinder body","A","1",""
"8","02554000302402000","Piston rod","A","1",""
"9","1040100368","Screw","A","1",""
"10","1040300242","Check ring","A","1",""
"11","1054400116","Composite bush","A","1",""
"12","1081002802","O-seal ring","A","1",""
"13","1040301112","Check ring","A","1",""
"14","02554000302400002","Guide sleeve","A","1",""
"15","1081006039","HBTS","A","1",""
"16","1081004413","Piston rod seal","A","1",""
"17","1081200342","Dust ring","A","1",""
"18","02554000302400003","Cylinder head","A","1",""
