"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1040103375","Screw","A","8","GB/T70.2-2000"
"2","1040302489","Washer","B","10","GB/T97.1-2002"
"3","1040200504","Nut","A","12","GB/T889.1-2000"
"4","00772700700601030","Pressing plate","A","1",""
"5","1040006403","Bolt","A","2","GB/T5783-2000"
"6","00772700700601060","Clamp","A","1",""
"7","00772700700401290","Adjustable pad","A","1",""
"8","1040002435","Bolt","A","2","GB/T5783-2016"
"9","1040302512","Washer","A","2","GB/T96.1-2002"
"10","00772700700601020","Fixed plate","C","1",""
"11","00772700700610000","Lifting chain","A","1",""
