"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"57","1020305634","Relay","A","8","897H-1AH-D1S-R1"
"58","1021904035","Cable tightening head","A","1","HSK-M16B"
"59","1022200684","ITT socket","A","1","192900-0431"
"60","1029900397","ITT plug","A","2","192900-0072"
"61","1040100103","Screw","A","12","GB/T818-2000"
"62","1040300044","Washer","C","12","GB/T93-1987"
"63","1040300045","Washer","A","12","GB/T97.1-2002"
"64","02553206200530034","Electrical mounting right side plate","A","1",""
"65","1040100068","Screw","A","4","GB/T818-2000"
"66","1040300159","Washer","A","8","GB/T96.1-2002"
