"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"2","00773407000201472","Burn label","B","2",""
"3","00773407002001172","No touch label","A","1",""
"4","00773407000201432","Lifting point","A","6",""
"6","00773407000201242","No hoisting","A","2",""
"8","02555407010231062","Remove refering to instruction","A","2",""
"9","00773407000231582","Tie down point and lifting point label","A","2",""
"10","00773407000201272","No water washing","A","2",""
"11","02554007070231142","Overturning hazard 230-300-454KG","A","1",""
"14","02551707070231522","ZOOMLION 2","B","1",""
"18","00772707000201022","Chassis load safety-17500kg","A","4",""
"21","02551507030201120","Yellow arrow","A","3",""
"22","02551507030201110","Blue arrow","A","3",""
"24","00764307000231172","Rotary bearing -add grease regularly","A","1",""
"25","00771407030201142","No disassembly","A","10",""
"29","00773407000231612","Combination label of bundling and
lifting prohibition Ⅱ","A","4",""
"42","00773407000201482","Low oil level label","A","1",""
"44","02554007070231012","ZT72J-V Model label on Boom","C","1",""
"59","00773407000201492","High oil level label","A","1",""
