"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1040100366","Screw","A","1",""
"2","00772700201000001","Piston","A","1",""
"3","1081009073","Piston seal","A","1",""
"4","1081401903","Guide ring","A","1",""
"5","1081000568","O-seal ring","A","1",""
"6","1081007687","Check ring","A","2",""
"7","1040103036","Screw","A","4",""
"8","1019901583","Ring magnet OD33","A","1",""
"9","00772700201000006","Magnetic ring spacer","A","1",""
"10","02554000203006000","Piston rod","A","1",""
"11","1040101782","Screw","A","1",""
"12","1149800770","Metal waterproof threaded connector","A","1",""
"13","02554000203001000","Cylinder body","A","1",""
"14","1040101340","Screw","A","1",""
"15","1021404749","Displacement sensor","A","1",""
"16","1081002069","O-seal ring","A","1",""
"17","1081008151","Check ring","A","1",""
"18","1081401895","Guide ring","A","2",""
"19","1081007317","HBTS","A","1",""
"20","1081010899","U ring","A","1",""
"21","1081200968","FL dust ring","A","1",""
"22","1081000913","O-seal ring","A","1",""
"23","00772700201000002","Guide sleeve","A","1",""
