"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"12","1040002458","Bolt","A","28","GB/T5783-2000"
"13","1040302480","Washer","B","32","GB/T96.1-2002"
"14","1040004520","Bolt","A","26","GB/T5783-2000"
"15","00772700700401281","Short chain supporting","C","12",""
"16","1040200503","Nut","A","40","GB/T889.1-2000"
"17","1040301515","Washer","A","38","GB/T97.1-2002"
"18","00772700700401241","Clamp","A","1",""
"19","00772700700401251","Pressing plate","A","2",""
"20","1040301510","Washer","A","2","GB/T93-1987"
"21","1040102739","Screw","A","2","GB/T70.1-2000"
"22","1040103116","Screw","A","12","GB/T70.1-2000"
"23","1040302512","Washer","A","48","GB/T96.1-2002"
"24","00772700700401291","Adjustable spacer","A","8",""
"25","1040002434","Bolt","A","32","GB/T5783-2016"
"26","1040102761","Screw","A","4","GB/T70.1-2000"
"27","00772700700401232","Clamp","A","10",""
"28","00772700700401121","Slider mounting plate","A","1",""
"29","00772700700401071","Lower slider","A","2",""
"30","1040103375","Screw","A","8","GB/T70.2-2000"
"31","1040200504","Nut","A","28","GB/T889.1-2000"
"32","1040302489","Washer","B","16","GB/T97.1-2002"
"33","1040002435","Bolt","A","12","GB/T5783-2016"
"34","1040004656","Bolt","A","8","GB/T5782-2000"
"35","00772700700401151","Pressing plate","A","5",""
"36","00772700700401040","Wiring duct- upper cover","A","7",""
"37","00772700700450000","Wiring duct- lower cover","A","7",""
"38","00772500700440000","Long chain bracket","A","6",""
"39","02554000700410000","Main boom chain","A","2",""
"42","02554000700420000","Lower pipe","A","1",""
"43","00772700700401091","Upper slider","A","2",""
"44","02554000700430000","Upper dragging pipe","A","1",""
"45","00772700700401261","Wire slot plate","B","1",""
"46","1040000135","Bolt","A","2","GB/T5783-2000"
"47","02554000700401020","Slider mounting plate","A","1",""
"48","00772500700440001","Long chain bracket","A","1",""
