"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","02554000302210000","Extending cylinder","B","1",""
"16","1040302489","Washer","B","50","GB/T97.1-2002"
"21","02554000302201010","No.1 extending wire rope","C","4",""
"174","1040500394","Open pin","A","10","GB/T91-2000"
"245","00772700302201242","Lubrication-free bearing","B","4",""
"246","02554000302220000","No.1 extending pulley","B","4",""
"247","1040102757","Screw","A","6","GB/T70.3-2000"
"248","00772500302201190","Drivepipe I","A","2",""
"249","00772500302201140","Stop plate","B","1",""
"250","00772700302201200","Wear spacer","A","2",""
"251","02554000302201080","Pulley hood","A","4",""
"252","00772700302201090","Wear spacer","A","2",""
"253","00772700302201080","Wear spacer","A","2",""
"254","00772700302300000","Extending pulley pin","C","1",""
"255","02554000302230000","Extending pulley bracket","A","1",""
