"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1020522288","Limit switch","A","2","ZCP21+ZCE01+ZC
Y25+ZC PEP16"
"2","1029900384","Socket outlet","A","1","DTM04-3P"
"3","1029804239","Plug bush(Three-socket)","A","1","DT06-3S"
"4","1020706399","24 core sheath","A","1","132015-0076"
"5","1021406192","Stay cord sensor","A","1","CET12.12500.2.6.1.
X"
"6","1021404015","Tilting angle sensor","C","1","MSS-530"
"7","1020522209","Approach switch","A","2","BD8-S1-M18"
"8","1029900384","Socket outlet","A","2","DTM04-3P"
"9","1029900385","Plug bush","A","2","DTM06-3S"
"10","1029804239","Plug bush(Three-socket)","A","1","DT06-3S"
"11","1029804242","Socket outlet(Three-socket)","A","1","DT04-3P"
"12","1021404070","GEFRAN pressure sensor","A","2","KS-E-E-Z-B04C-M-
V-54 8"
"13","1020700951","Plug bush(Two plugs)","A","1","DT06-2S"
"14","02554006200230041","Boom cables","A","1",""
