"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"36","00772701103400000","Front hood bracket V","A","1",""
"37","00771901100001330","Digging rope","B","1",""
"38","00772701100001070","Seal plate II","B","1",""
"39","1109900766","Battery gate lock","A","2","50076-C38K"
"40","00771401110001021","Front-left key cylinder mounting plate","B","1",""
"41","00772701100001010","Rear-left lock seat mounting plate","A","1",""
"42","00772701100001060","Seal plate I","A","1",""
"43","00772701102000000","Rear-left hood mounting bracket","A","1",""
"44","00772701100400001","Front-left hood weldment","B","1",""
"45","00772701100600001","Rear-left hood weldment","A","1",""
"46","00771101100001081","Key cylinder mounting plate","B","1",""
"47","00771601101001011","Plate","A","1",""
"48","00772701102401011","Plate","A","1",""
"49","00772701102401022","Round steel","A","1",""
"50","00772701103001012","Rod","A","1",""
"51","1040004507","Bolt","A","2","GB/T5783-2000"
"52","1040200504","Nut","A","2","GB/T889.1-2000"
"53","1040302512","Washer","A","8","GB/T96.1-2002"
