"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"4","02554000300200000","First boom section weldment","B","1",""
"31","1040302489","Washer","B","8","GB/T97.1-2002"
"33","1040002555","Bolt","A","12","GB/T5783-2000"
"34","1040300771","Washer","A","29","GB/T97.1-2002"
"131","1040302512","Washer","A","22","GB/T96.1-2002"
"132","1040002434","Bolt","A","8","GB/T5783-2016"
"133","1040002738","Bolt","A","17","GB/T5783-2000"
"134","00772700301230000","Upper dust-proof brush","A","1",""
"135","1040004581","Bolt","A","12","GB/T5783-2000"
"136","1040005845","Bolt","A","6","GB/T5783-2000"
"137","00772500301210000","Side dust-proof brush","A","2",""
"138","00772500301220000","Lower dust-proof brush I","A","1",""
"139","00772500301230000","Lower dust-proof brush II","A","2",""
"140","00772700301220000","Slider","A","2",""
"141","00772100301201120","Bolt","C","4",""
"142","1040000135","Bolt","A","2","GB/T5783-2000"
"143","1040302480","Washer","B","2","GB/T96.1-2002"
"144","00772700301801060","Adjustable spacer","B","2",""
"145","00772700301201050","Adjustable pad","B","4",""
"146","00772700301601070","Adjustable spacer","B","4",""
"147","00772700301201010","Upper slider I","A","2",""
"148","00772500301240001","Slider","A","4",""
"149","1040201882","Nut","A","6","GB/T6172-2000"
"150","00772700301201040","Adjustable pad","B","8",""
"151","00772500301201010","Bolt","C","2",""
