"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"149","02554000200821020","Axle sleeve","A","1",""
"150","1040501287","Pin","A","6","GB/T119.1-2000"
"151","1040103558","Screw","A","8","GB/T70.3-2008"
"152","02554000200801150","Retracting rope cover","A","2",""
"153","02554000200810000","Extending cylinder","A","1",""
"154","1040201382","Nut","A","4","GB/T6170-2000"
"155","1040302492","Washer","B","4","GB/T97.1-2002"
"156","1040200161","Nut","A","4","GB/T889-1986"
"157","02554000200870000","Retracting pulley pin","A","2",""
"158","00771400300890001","Left pressing block","A","1",""
"159","00771400300900001","Right pressing block","A","1",""
"165","1040006095","Outer hex bolt","A","2","GB/T5782-2000"
"166","1040002434","Bolt","A","4","GB/T5783-2016"
