"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1020103955","Controller connector assembly","A","1","R902603622"
"2","1029907518","Conductive slip ring","A","1","XC025-10-EN"
"3","1020700957","Socket outlet","A","1",""
"4","1020700959","Plug bush","A","1",""
"5","1020703145","High current 4 socket","B","1",""
"6","1020700440","Bush","B","1",""
"7","1021404304","Angle sensor","A","9","Vert-X31E6a736-
121-4 01"
"8","1020521753","Approach switch","A","4","NBB8-18GM50-E2"
"9","1029900385","Plug bush","A","8","DTM06-3S"
"10","1029900384","Socket outlet","A","8","DTM04-3P"
"11","1029900318","Bush","A","3",""
"12","1020700951","Plug bush(Two plugs)","A","2","DT06-2S"
"13","02554006200710010","Chassis cables","A","1",""
