"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"3","1140101478","Right-angle combination coupling","A","3","EW15LOMDCF"
"7","1140101534","Right-angle combination coupling","A","2","EW20SOMDCF"
"8","1040002433","Bolt","A","4","GB/T5783-2000"
"9","1040302489","Washer","B","4","GB/T97.1-2002"
"10","1040301502","Washer","A","4","GB/T93-1987"
"11","1140101820","Male stud connector","A","2","GE15LR3/4EDOMD
CF"
"12","1140101523","Male stud connector","A","2","GE20SREDOMDCF"
"13","1010601369","Oil-filling filter","A","1","EFPR3BC09B-M10-
00/GJ"
"14","1010601137","High pressure filter","A","1","MFMON95OH
5A4.0/-B7"
"15","1040004518","Bolt","A","4","GB/T5783-2000"
