"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1140260481","Hose assembly","A","1",""
"2","1140260583","Hose assembly","A","1",""
"3","00772705200201010","Steel tube assembly","A","2",""
"4","1140208330","Hose assembly","A","1",""
"5","1140298802","Hose assembly","A","1",""
"6","1140298801","Hose assembly","A","1",""
"7","1140245661(2)","Hose assembly","A","1",""
"8","1140212187(2)","Hose assembly","A","1",""
"9","1140245815(2)","Hose assembly","A","2",""
"10","1140224865(2)","Hose assembly","A","2",""
"11","1140232099(2)","Hose assembly","A","2",""
"12","1140252182(2)","Hose assembly","A","1",""
"13","1140227128(2)","Hose assembly","A","2",""
"14","1140227129(2)","Hose assembly","A","2",""
"15","1140258874(2)","Hose assembly","A","1",""
"16","1140226952","Hose assembly","A","1",""
"17","1140298799","Hose assembly","A","1",""
"18","1140256911(2)","Hose assembly","A","4",""
"19","1140227902(2)","Hose assembly","A","1",""
"20","1140250749(2)","Hose assembly","A","1",""
"21","1140298592","Hose assembly","A","1",""
"22","1140246008(2)","Hose assembly","A","1",""
"23","1140206704(2)","Hose assembly","A","1",""
"24","1140212677(2)","Hose assembly","A","1",""
"25","1140263270","Hose assembly","A","1",""
"26","1140234381(2)","Hose assembly","A","1",""
"27","1140298798","Hose assembly","A","1",""
"28","1140245584(2)","Hose assembly","A","1",""
"29","1140277776(2)","Hose assembly","A","1",""
"30","1140277775(2)","Hose assembly","A","1",""
"31","1140298813","Hose assembly","A","1",""
"32","1140251035","Hose assembly","A","1",""
"33","1140253552","Hose assembly","A","1",""
"34","1140225766","Hose assembly","A","1",""
"35","1140269984","Hose assembly","A","1",""
