"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"3","02554000300400000","Second boom section weldment","B","1",""
"55","1040302489","Washer","B","44","GB/T97.1-2002"
"62","00772700301401090","Adjustable pad","B","4",""
"63","00772700301401080","Adjustable pad","B","2",""
"64","00772700301490000","Slider","A","2",""
"65","00772700301601011","Adjustable spacer","A","4",""
"66","1040002274","Bolt","B","4","GB/T5783-2000"
"67","00772700301601021","Adjustable spacer","A","2",""
"68","00772700301630000","Slider","A","2",""
"69","00772500301401021","Slider","A","2",""
"70","1040004033","Bolt","A","20","GB/T5783-2000"
