"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1040100466","Screw","A","1",""
"2","02554000302210004","Nut","A","1",""
"3","02554000302210001","Piston","A","1",""
"4","1081000454","O-seal ring","A","1",""
"5","1081007847","Check ring","A","2",""
"6","1081012342","HBTS","A","1",""
"7","1081012344","Glyd ring","A","1",""
"8","1081401992","Guide ring","A","2",""
"9","1081401993","Guide ring","A","2",""
"10","02554000302210005","Bush","A","1",""
"11","02554000302210006","Bush","A","1",""
"12","02554000302211000","Cylinder body","A","1",""
"13","02554000302212000","Piston rod","A","1",""
"14","1040301473","Check ring","A","2",""
"15","02554000302210007","Guide sleeve","A","1",""
"16","1054400323","Composite bush","A","1",""
"17","1081002802","O-seal ring","A","1",""
"18","1040301112","Check ring","A","1",""
"19","1081012343","HBTS","A","1",""
"20","1081006583","U ring","A","1",""
"21","1081201919","Dust ring","A","1",""
"22","02554000302210003","Cover","A","1",""
"23","1040100870","Screw","A","16",""
"24","1040300065","Washer","A","16",""
"25","1054400421","Composite bush","A","1",""
