"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"3","02554000300400000","Second boom section weldment","B","1",""
"52","1040300771","Washer","A","23","GB/T97.1-2002"
"55","1040302489","Washer","B","44","GB/T97.1-2002"
"56","1040002555","Bolt","A","23","GB/T5783-2000"
"70","1040004033","Bolt","A","20","GB/T5783-2000"
"160","00772700301410000","Upper dust-proof brush","A","1",""
"161","1040007536","Bolt","A","16","GB/T5783-2000"
"162","1040303580","Washer","A","2","GB/T96.1-2002"
"163","1040008475","Bolt","A","2","GB/T5782-2000"
"164","00772700301201050","Adjustable pad","B","4",""
"165","00772700301201040","Adjustable pad","B","8",""
"166","00772700301601070","Adjustable spacer","B","4",""
"167","00772500301210000","Side dust-proof brush","A","2",""
"168","00772700301401030","Upper slider","B","1",""
"169","1040201882","Nut","A","6","GB/T6172-2000"
"170","00772700301401020","Upper slider","B","1",""
"171","00772100301201120","Bolt","C","6",""
"172","00772700301430000","Slider","A","2",""
"173","00772500301410001","Slider","A","2",""
