"NO.","Material No.","Item and Spec","Units","Remark"
"1","1054400310","Composite bush 44×38×30","14",""
"2","00775400300400000","Internal scissor arm I","1",""
"3","00775400300200000","External  scissor arm I","1",""
"4","00775400300600000","Internal scissor arm II","1",""
"5","00775600300600000","External  scissor arm II","4",""
"6","00775300300200000","Internal scissor arm III","1",""
"7","00775400300800000","External  scissor arm II","1",""
"8","1054400309","Composite bush 44×38×50","4",""
"9","00775600300800000","External  scissor arm III","1",""
"10","1040200504","Nut M10-8","9","GB/T889.1-2000"
"11","1040000025","Bolt  M10×80-8.8","9","GB/T5782-2000"
"12","00775600300001020","Axle  II","2",""
"13","1054400311","Composite bush 44×38×20","8",""
"14","00775600300001120","Spacer, bearing","4",""
"15","00775600300001090","Gasket","7",""
"16","1040300984","Retaining  ring 38","9","GB/T894.1-1986"
"17","00775600300001070","End pipe  trunking I","2",""
"18","00775400300001010","Axle  I","5",""
"19","1040000689","Bolt  M8×35-8.8","2","GB/T5782-2000"
"20","00775600000001050","Articulated  pin","2",""
"21","1040200503","Nut M8-8","2","GB/T889.1-2000"
"22","00775400300001020","Axle  IV","2",""
