"Item","Part No.","Description","Qty."
"1","09440089","Decal, Label-Lanyard anchorage point","4"
"2","09340026","Decal, Symbols-Refer the operator to the instructions for 
use","2"
"3","09440090","Decal, Symbols-Tip-over hazard, tilt-alarm","1"
"4","09340028","Decal, Instructions-Directional arrows","1"
"5","09440091","Decal, Symbols-General safety rules","1"
"6","09440305","Decal, Label-Capacity 840 lbs 380kg (JCPT0808HA/AC)","2"
"","09440304","Decal, Label-Capacity 500 lbs 227kg (JCPT1008HA/AC)","2"
"","09440306","Decal, Label-Capacity 1000 lbs 454kg (JCPT1012HA/AC)","2"
"","09440500","Decal, Label-Capacity 700 lbs 318kg (JCPT1212HA/AC, 
JCPT1412HA/AC)","2"
"","09440308","Decal, Label-Capacity 550 lbs 250kg (JCPT1612HA/AC, 
JCPT1614HA/AC)","2"
"7","09310001","Decal, Instructions-Forklift pockets","2"
"8","09310008","Decal, Instructions-Maximum wheel load 2200 lbs 1000kg 
(JCPT0808HA/AC)","4"
"","09310010","Decal, Instructions-Maximum wheel load 2112 lbs 960kg 
(JCPT1008HA/AC)","4"
"","09310012","Decal, Instructions-Maximum wheel load 2728 lbs 1240kg 
(JCPT1012HA/AC)","4"
"","09310014","Decal, Instructions-Maximum wheel load 2882 lbs 1310kg 
(JCPT1212HA/AC)","4"
"","09310016","Decal, Instructions-Maximum wheel load 2816 lbs 1280kg 
(JCPT1412HA/AC)","4"
"","09310018","Decal, Instructions-Maximum wheel load 2970 lbs 1350kg 
(JCPT1612HA/AC)","4"
"","09310026","Decal, Instructions-Maximum wheel load 3124 lbs 1420kg 
(JCPT1614HA/AC)","4"
"9","09310528","Decal, Symbols-Battery charging instructions","1"
"10","09310078","Decal, Symbols-Main power switch operation","1"
"11","09410048","Decal, Symbols-Explosion/burn hazard","1"
"12","09410049","Decal, Symbols-Electrocution hazard","2"
"13","09410147","Decal, Symbols-Charge warning","1"
