"Item","Part No.","Description","Qty."
"1","10000585","Linkage weldment (JCPT0808HA/AC, JCPT0812HA/AC, 
JCPT1008HA/AC, JCPT1012HA/AC, JCPT1212HA/AC, 
JCPT1412HA/AC , JCPT1612HA/AC, 
JCPT1612HAS/ACS)","1"
"","10000867","Linkage weldment(JCPT1614HA/AC)","1"
"2","10022769","Pothole guard weldment (JCPT0808HA/AC, 
JCPT0812HA/AC, JCPT1008HA/AC, JCPT1012HA/AC, 
JCPT1212HA/AC, JCPT1412HA/AC, JCPT1612HAS/ACS)","1"
"","10012826","Pothole guard weldment (JCPT1612HA/AC, 
JCPT1614HA/AC)","1"
"3","00001050","Washer  GB/T 97.1  20","2"
"4","00001051","Nut  GB/T 6182  M20","2"
"5","00001253","Screw  GB/T 70.1  M5×30","4"
"6","00000606","Washer  GB/T 93  5","8"
"7","00007930","Limit switch","2"
"8","10000490","Lock clasp","1"
"9","00002872","Bolt  QC/T 340  M8×16","4"
"10","10000042","Switch cover","2"
"11","00000605","Washer  GB/T 97.1  5","4"
"12","00001030","Screw  GB/T 70.1  M5×10","4"
"13","10022767","Pothole guard weldment (JCPT0808HA/AC, 
JCPT0812HA/AC, JCPT1008HA/AC, JCPT1012HA/AC, 
JCPT1212HA/AC, JCPT1412HA/AC, JCPT1612HAS/ACS)","1"
"","10012824","Pothole guard weldment (JCPT1612HA/AC, 
JCPT1614HA/AC)","1"
"14","00001044","Nut  GB/T 6182  M14","10"
"15","00001043","Washer  GB/T 97.1  14","6"
"16","00000359","8812-202320  Bearing","4"
"17","00000382","8832-20  Bearing","4"
"18","10000575","Pin","4"
"19","10000573","Washer","2"
"20","10000569","Gas shock strut","2"
"21","00000368","8812-252820  Bearing","4"
