"Item","Part No.","Description","Qty."
"1","00008019","ECU Harness","1"
"2","00008038","Lowering valve harness (JCPT0808AC, JCPT0812AC, 
JCPT1008AC, JCPT1012AC)","1"
"","00008037","Lowering valve harness (JCPT1212AC)","1"
"3","00008040","Pressure sensor harness (JCPT0808AC, JCPT0812AC, 
JCPT1008AC, JCPT1012AC, JCPT1212AC) (matching with 
00007393 pressure sensor)","1"
"","00008373","Pressure sensor harness (JCPT0808AC, JCPT0812AC, 
JCPT1008AC, JCPT1012AC, JCPT1212AC) (matching with 
00000696 pressure sensor)","1"
"4","00007728","Platform control box harness (JCPT0808AC)","1"
"","00008450","Platform control box harness (JCPT0812AC)","1"
"","00007726","Platform control box harness (JCPT1008AC)","1"
"","00007722","Platform control box harness (JCPT1012AC)","1"
"","00007705","Platform control box harness (JCPT1212AC)","1"
"5","00008036","Limit switch harness (JCPT0808AC, JCPT1008AC)","1"
"","00008035","Limit switch harness (JCPT0812AC, JCPT1012AC, 
JCPT1212AC)","1"
"6","00009673","Drive motor harness (JCPT0808AC, JCPT1008AC)","2"
"","00009674","Drive motor harness (JCPT0812AC, JCPT1012AC, 
JCPT1212AC)","2"
"7","00007496","Power harness","1"
"8","00006909","Power harness","1"
"9","00006912","Power harness","1"
"10","00007677","Power harness","1"
"11","00008030","Battery harness (JCPT0808AC, JCPT1008AC)","1"
"","00008028","Battery harness (JCPT0812AC, JCPT1012AC, 
JCPT1212AC)","1"
"12","00007356","Power harness","1"
"13","00010587","Battery harness","2"
"14","00010586","Battery harness","1"
