"Item","Part No.","Description","Qty."
"1","00003148","AC plug (China 220V)","1"
"","00003149","AC plug (USA 110V)","1"
"","00003151","AC plug (European 220V)","1"
"","00003150","AC plug (UK 220V)","1"
"","00002615","AC plug (UK 110V)","1"
"2","00002634","Circuit breaker (Option)","1"
"3","00002603","AC plug (Australia 220V)","1"
"4","00007267","Wire cable, platform AC power (JCPT2212DC)","1"
"","00009945","Wire cable, platform AC power (JCPT1912DC)","1"
"5","00002709","AC socket (European)","1"
"","00000668","AC socket (China/UK/USA)","1"
"","00002617","AC socket (Australia)    (AC socket bracket: 10009657)","1"
