"Item","Part No.","Description","Qty."
"1","00001832","Elbow","3"
"2","00009827","Straight fitting","2"
"3","00009693","Pilot-operated check valve（CK1, CK2, CK3, CK4）","1"
"4","00009755","Counterbalance valve spool（CB1, CB2, CB3, CB4）","1"
"5","00001073","Plug  VSTI14×1.5ED","2"
"6","00003758","Straight fitting","2"
"7","10022650","Outrigger cylinder","1"
"--","00009694","Seal kit","1"
"7","10025173","Outrigger cylinder","1"
"--","00010865","Seal kit","1"
"8","00000683","Bolt  GB/T 5783  M10×30","4"
"9","00000679","Washer  GB/T 93  10","4"
"10","00000615","Washer  GB/T 97.1  10","4"
"11","10011095","Retainer","1"
"12","10011094","Outrigger footpad","1"
"13","00001282","Straight fitting","1"
