"序号","物料编码","名称及规格","版本","件数","备注"
"1","02159800400410000","农业铲斗焊件(2.5方)","C","1",""
"2","1040301023","垫圈","A","15","GB/T96-1985"
"3","1040006550","螺栓","A","15","GB/T5783-2000"
"4","02159800400401011","耐磨板","B","1",""
"5","1040400096","柳钉","B","4","GB/T12618-1990"
