"序号","物料编码","名称及规格","版本","件数","备注"
"1","1040006550","螺栓","A","2","GB/T5783-2000"
"2","1040301016","垫圈","B","2","GB/T97.1-2002"
"3","1040003795","螺栓","A","8","GB/T5789-1986"
"4","02150101000001011","配重块","A","1",""
"5","02150601000400000","牵引座装配","B","1",""
