"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","1040102742","Винт","А","2",""
"2","1040302489","Шайба","B","2","GB/T97.1-2002"
"3","1140105246","Прямой соединитель","А","1",""
"4","1140115046","Прямой соединитель","А","1",""
"5","1010002298","Шестеренчатый насос","А","1",""
