"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","1040006394","Болт","А","60","GB/T70.1-2000"
"2","1040301033","Шайба","B","60","GB/T97.1-2002"
"3","1040202297","Гайка","А","80","GB/T6177.2-2000"
"4","1030801938","Шина","B","2","Заполненное колесо 
- правое"
"5","1030801937","Шина","B","2","Заполненное колесо 
- левое"
"6","1030224431","Ходовой редуктор","А","4",""
