"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"36","00772707100601031","Шланг I","А","1",""
"37","00772707100601080","Труба подпиточной воды","А","1",""
"38","02553207100601100","Паровой рукав I","А","1",""
"39","1990202279","Хомут спирального червяка","А","9","SX9/W4/12-20"
"40","02553207100601150","Паровой шланг III","А","1",""
"41","02553207110601010","Тройник","А","1",""
