"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"8","02554606200530001","Шкаф электрического управления 
поворотной платформой в сборе","А","1",""
"16","1040004519","Болт","А","4",""
"17","1040301515","Шайба","А","8",""
"18","1040201089","Гайка","А","4",""
