"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"7","1040102751","Винт","А","15","GB/T70.1-2000"
"17","1029904911","Пружинящая шайба","А","3","GB93-304"
"18","1021404015","Датчик угла наклона","C","1","MSS-530"
