"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"127","1040004033","Болт","А","10","JB/T5783-2000"
"128","02554600310001190","Опорная планка","А","2",""
"129","1040302489","Шайба","B","8","GB/T97.1-2002"
"130","02554600310001200","Нейлоновый опорный блок","А","20",""
"131","1040103574","Винт","А","12","GB/T70.3-2000"
"132","00773400300001200","Стопорный штифт","G","2",""
"133","02554600310001080","Штырь цилиндра","А","2",""
"134","02554600310001051","Штифт цилиндра подъема вылета","А","2",""
"135","02554600310001061","Скоба","А","2",""
