"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","02554600310400001","Сварной элемент стрелы второй 
секции","А","1",""
"136","02554600311601030","Триггерная планка путевого 
выключателя","А","1",""
"137","02554600311601040","Триггерная планка путевого 
выключателя","А","1",""
