"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"8","1009813893","Нагнетатель","А","1",""
"9","1009813953","Жгуты проводов","А","1",""
"10","1009826411","V-образный ремень","А","1",""
"11","1009826410","Масляная линейка","А","1",""
"12","1009826412","Стартерный двигатель","А","1",""
"13","1009805065","Датчик температуры","А","1",""
"14","1009806936","Переключатель давления масла","А","1",""
"15","1000001416","Датчик положения коленчатого 
вала","А","1",""
