"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","1000401602","Откачивающий маслопровод","А","1",""
"2","1009824238","Воздушный фильтр","А","1",""
"3","1000401601","Всасывающий маслопровод","А","1",""
"4","1009826454","Датчик уровня масла","А","1",""
"5","1009826097","Крышка масляного бака","А","1",""
"6","1009826099","Сливная пробка","А","1",""
