"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"7","1040001640","Болт","А","32","JB/T5783-2000"
"8","1040300735","Шайба","А","64","GB/T96.1-2002"
"9","1040201896","Гайка","А","32","GB/T889.1-2015"
"58","02554601100800001","Сварка право-заднего капота","А","1",""
"59","02554601100400000","Сварка право-переднего капота","А","1",""
"60","02554601101400000","Сварка право-переднего капота II","C","1",""
"61","02554601100001011","Правая уплотнительная пластина I","А","1",""
"62","02554601100001021","Правая уплотнительная пластина II","А","1",""
