"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"7","02554600310200001","Сварной элемент стрелы первой 
секции","А","1",""
"8","1040103110","Винт","А","6","GB/T70.1-2000"
"9","1040301515","Шайба","А","11","GB/T97.1-2002"
"10","1040300771","Шайба","А","41","GB/T97.1-2002"
"11","1040002555","Болт","А","12","JB/T5783-2000"
"12","02554600310001070","Панель заглушки","А","1",""
"13","02554600310001130","Боковая накладка","А","1",""
"14","02554600310001041","Подшипник, не требующий смазки","А","2",""
"15","02554600300201400","Усиленная пластина","А","1",""
