"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","02554600800200001","Сварной элемент поворотной 
платформы","C","1",""
"24","1040302489","Шайба","B","13","GB/T97.1-2002"
"69","02554600800001020","Буферный блок стрелы","А","2",""
"70","02554600800001110","Водоотбойный щит среднего 
контура","А","1",""
"71","1040301502","Шайба","А","4","JB/T93-1987"
"72","1040004507","Болт","А","4","JB/T5783-2016"
"73","1040302821","Шайба","А","7","GB/T96.1-2002"
"74","1040005846","Болт","А","4","JB/T5783-2000"
