"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","02554600800200001","Сварной элемент поворотной 
платформы","C","1",""
"52","02554600800800000","Цилиндр подъема вылета","А","2",""
"53","02554600800001130","Подшипник, не требующий смазки","А","8",""
"54","02554600800001120","Прокладочное кольцо","А","2",""
"55","02554600800001030","Шкворень II","А","1",""
"56","02554600800001040","Шкворень III","А","1",""
"57","02554600800001100","Стопорный штифт","А","4",""
"58","1040004499","Болт","А","4","JB/T5783-2000"
