"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","1040000579","Болт","А","8","JB/T5783-2000"
"2","1040302490","Шайба","B","8","GB/T97.1-2002"
"3","1010100630","Ходовой мотор","А","4",""
"4","1140108034","Регулируемый конец американской 
резьбы 90 градусов","А","4",""
"5","1140113353","Прямой соединитель","А","4",""
"6","1140101479","Прямоугольный композитный 
штуцер","А","8",""
"7","1140115078","Прямой соединитель","А","8",""
"8","1140108149","Штуцер","А","4",""
