"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","02554605200602000","Сборка узлов первого 
уравновешивающего клапана 
раздвижения","А","1",""
"2","02554605200601000","Сборка узлов второго 
уравновешивающего клапана 
раздвижения","А","1",""
"3","02554605200603000","Сборка узлов клапана управления 
консоли","А","1",""
"4","02554605200604000","Сборка узлов фильтра высокого 
давления","А","1",""
"5","02553205220611040","Сборка узлов балансировочного 
клапана выравнивания консоли","А","1",""
