"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","1140108469","Штуцер","А","8",""
"2","1040301515","Шайба","А","16","GB/T97.1-2002"
"3","1040004521","Болт","А","16","JB/T5783-2000"
"4","1010305985","Двойной уравнительный клапан с 2 
диафрагмами","А","4",""
