"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","02554600800200001","Сварной элемент поворотной 
платформы","C","1",""
"57","02554600800001100","Стопорный штифт","А","4",""
"58","1040004499","Болт","А","4","JB/T5783-2000"
"59","02554600800001010","Шкворень I","А","1",""
