"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","02554605200205000","Сборка узлов ходового 
делительного клапана","А","1",""
"2","02554605200202000","Сборка узлов центрально-
вращающегося соединения","А","1",""
"3","02554605200203001","Сборка узлов расширительного 
клапана рулевого управления","А","1",""
"4","02554605200206000","Сборка узлов клапана ходового 
управления","А","1",""
"5","02554605200201000","Сборка узлов балансировочного 
клапана раздвижения выносных 
опор","А","1",""
"6","02554605200204000","Сборка узлов ходового двигателя","А","1",""
