"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"3","02554600311200001","Сварная деталь стрелы шестой 
секции","А","1",""
"119","1040000574","Болт","B","6","JB/T5783-2016"
"120","00772500302001021","Ползун","А","2",""
"121","00772700301830000","Ползун","А","2",""
"122","00772700301801060","Регулировочная шайба","B","6",""
"123","1040302489","Шайба","B","12","GB/T97.1-2002"
"124","00772700301840000","Ползун","А","2",""
"125","1040004034","Болт","А","6","JB/T5783-2000"
"126","00772700301601070","Регулировочная шайба","B","8",""
