"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","1140105246","Прямой соединитель","А","1",""
"2","1140111770","Прямой соединитель","А","4",""
"3","1140105936","Прямой соединитель","А","1",""
"4","1010002296","Ходовой насос","А","1",""
"5","1040302490","Шайба","B","2","GB/T97.1-2002"
"6","1040000575","Болт","А","2","JB/T5783-2000"
