"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"15","1029926404","Модуль изоляции шины","А","1","RH-CAN-01"
"16","02554606200310021","Пучок кабеля консоли","А","1",""
