"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","02554605200402000","Сборка узлов ходового насоса","А","1",""
"2","02554605200403000","Сборка узлов функционального 
насоса","А","1",""
"3","02554605200404000","Сборка узлов насоса доливки","А","1",""
"4","02554605200405000","Сборка узлов фильтра","А","1",""
"5","02554605200407000","Сборка узлов радиатора","А","1",""
"6","02554605200409000","Сборка узлов балансировочного 
клапана поворота","А","1",""
