"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","1140108469","Штуцер","А","1",""
"2","1140114187","Манометрический штуцер","А","1",""
"3","1140103265","Внутренняя шестигранная заглушка","А","3",""
"4","1040201089","Гайка","А","2","JB/T6170-2000"
"5","1040301515","Шайба","А","2","GB/T97.1-2002"
"6","1010307491","Клапан ходового управления","А","1",""
"7","1140111237","Прямой соединитель","А","3",""
"8","1040103115","Винт","А","2","GB/T70.1-2000"
"9","1149900295","Переходное соединение","А","2",""
