"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","02554600800200001","Сварной элемент поворотной 
платформы","C","1",""
"2","02554000800001212","Опора бака топлива","А","1",""
"3","02554600800001260","Монтажная пластина бака 
гидравлического масла I","А","1",""
"4","02554600800001270","Монтажная пластина бака 
гидравлического масла II","А","1",""
"5","1040302493","Шайба","B","11","GB/T97.1-2002"
"6","1040301506","Шайба","А","11","JB/T93-1987"
"7","1040006314","Болт","А","11","JB/T5783-2000"
