"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","02554600800200001","Сварной элемент поворотной 
платформы","C","1",""
"8","02554600800001250","Монтажная планка","А","1",""
"9","02554600800001071","Кронштейн основного клапана","А","1",""
"10","1040302512","Шайба","А","7","GB/T96.1-2002"
"11","1040004033","Болт","А","3","JB/T5783-2000"
"12","1040302490","Шайба","B","8","GB/T97.1-2002"
"13","1040301503","Шайба","А","19","JB/T93-1987"
"14","1040002436","Болт","А","8","JB/T5783-2000"
