"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"5","1020522119","Выключатель ИП","B","1","THH2-300"
"6","1020900063","Аккумулятор","А","2","6-QW-200"
"7","1029909162","Контактор постоянного тока","А","2","THZ8-200A12"
"13","1040301610","Шайба","А","4","JB/T93-1987"
"15","1040100105","Винт","B","4","GB/T70.1-2000"
