"№ п/п","Код материалов","","Наименование и спецификация  Версия  Кол-","во","Примечание"
"1","1009813841","Водяной насос","А","1",""
"2","1009806056","Термостат","А","1",""
"3","1009806917","Инжектор","А","4",""
"4","1009806916","Крышка заливной горловины 
моторного масла","А","1",""
"5","1009813809","Зубчатый обод маховика","А","1",""
"6","1009806927","Топливный насос","А","1",""
"7","1009807287","ECM","А","1",""
